NAME,LSAD,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019
"Cotton County, OK",County or equivalent,6172,6180,6160,6164,6131,6006,5933,5863,5820,5666
"Lebanon, PA",Metropolitan Statistical Area,133664,134529,135545,135804,136538,137479,138480,139553,141339,141793
"Lebanon County, PA",County or equivalent,133664,134529,135545,135804,136538,137479,138480,139553,141339,141793
"Lewiston, ID-WA",Metropolitan Statistical Area,61040,61409,61413,61927,62031,62108,62422,62798,62872,62990
"Nez Perce County, ID",County or equivalent,39315,39438,39504,39798,39841,39995,40136,40289,40256,40408
"Asotin County, WA",County or equivalent,21725,21971,21909,22129,22190,22113,22286,22509,22616,22582
"Lewiston-Auburn, ME",Metropolitan Statistical Area,107708,107439,107486,107223,107358,107124,107296,107399,107914,108277
"Androscoggin County, ME",County or equivalent,107708,107439,107486,107223,107358,107124,107296,107399,107914,108277
"Lexington-Fayette, KY",Metropolitan Statistical Area,473412,478930,485236,490906,495137,501469,507387,512381,514938,517056
"Bourbon County, KY",County or equivalent,19965,20051,20050,20026,20055,20166,20130,20092,20116,19788
"Clark County, KY",County or equivalent,35603,35434,35685,35550,35622,35660,35851,35899,36180,36263
"Fayette County, KY",County or equivalent,296848,301696,305947,309865,311784,315819,319644,321964,322426,323152
"Jessamine County, KY",County or equivalent,48682,48892,49467,50120,50871,51809,52219,53259,53757,54115
"Scott County, KY",County or equivalent,47274,47913,48970,50000,51219,52155,53425,54782,55968,57004
"Woodford County, KY",County or equivalent,25040,24944,25117,25345,25586,25860,26118,26385,26491,26734
"Lima, OH",Metropolitan Statistical Area,106358,105988,105244,105055,104848,104095,103613,103093,102725,102351
"Allen County, OH",County or equivalent,106358,105988,105244,105055,104848,104095,103613,103093,102725,102351
"Lincoln, NE",Metropolitan Statistical Area,302961,306619,310328,314103,319634,323090,327409,330975,333800,336374
"Lancaster County, NE",County or equivalent,286162,289914,293431,297109,302622,306096,310306,313772,316527,319090
"Seward County, NE",County or equivalent,16799,16705,16897,16994,17012,16994,17103,17203,17273,17284
"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,702294,710682,717665,723159,728190,730889,734166,737557,740081,742384
"Faulkner County, AR",County or equivalent,114026,116280,118523,119176,120562,121241,122206,123530,125138,126007
"Grant County, AR",County or equivalent,17886,17947,18038,18046,18074,18016,18064,18103,18180,18265
"Lonoke County, AR",County or equivalent,68744,69529,70109,70742,71368,71359,71803,72778,73391,73309
"Perry County, AR",County or equivalent,10444,10383,10328,10335,10360,10307,10286,10346,10380,10455
"Pulaski County, AR",County or equivalent,383538,386990,389225,391512,392952,393576,394151,393280,391918,391911
"Saline County, AR",County or equivalent,107656,109553,111442,113348,114874,116390,117656,119520,121074,122437
"Logan, UT-ID",Metropolitan Statistical Area,126167,127591,128693,129827,130804,132652,135521,137703,140104,142165
"Franklin County, ID",County or equivalent,12781,12810,12798,12802,12910,12955,13320,13467,13704,13876
"Cache County, UT",County or equivalent,113386,114781,115895,117025,117894,119697,122201,124236,126400,128289
"Longview, TX",Metropolitan Statistical Area,280487,282427,283056,282589,283219,283767,283641,284602,285315,286657
"Gregg County, TX",County or equivalent,121984,122656,123089,123233,123146,123800,123367,122852,123251,123945
"Harrison County, TX",County or equivalent,65765,66338,66256,66267,66581,66685,66611,66468,66584,66553
"Rusk County, TX",County or equivalent,53361,53702,53793,53332,53212,52965,52892,54213,54301,54406
"Upshur County, TX",County or equivalent,39377,39731,39918,39757,40280,40317,40771,41069,41179,41753
"Longview, WA",Metropolitan Statistical Area,102358,102309,101663,101483,101790,102999,104740,106805,108752,110593
"Cowlitz County, WA",County or equivalent,102358,102309,101663,101483,101790,102999,104740,106805,108752,110593
"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,12838417,12925753,13013443,13097434,13166609,13234696,13270694,13278000,13249879,13214799
"Anaheim-Santa Ana-Irvine, CA",Metropolitan Division,3015171,3049271,3078068,3104950,3126537,3149280,3164986,3174289,3175973,3175692
"Orange County, CA",County or equivalent,3015171,3049271,3078068,3104950,3126537,3149280,3164986,3174289,3175973,3175692
"Los Angeles-Long Beach-Glendale, CA",Metropolitan Division,9823246,9876482,9935375,9992484,10040072,10085416,10105708,10103711,10073906,10039107
"Los Angeles County, CA",County or equivalent,9823246,9876482,9935375,9992484,10040072,10085416,10105708,10103711,10073906,10039107
"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,1204655,1211869,1220183,1232178,1239354,1246231,1252525,1259553,1262023,1265108
"Clark County, IN",County or equivalent,110567,111490,111853,112688,114035,114819,115588,116545,117280,118302
"Floyd County, IN",County or equivalent,74709,74978,75260,76018,76094,76505,76734,77006,77834,78522
"Harrison County, IN",County or equivalent,39330,39188,39011,39000,39173,39532,39661,39777,40214,40515
"Washington County, IN",County or equivalent,28292,28196,27913,27779,27886,27774,27728,27771,27932,28036
"Bullitt County, KY",County or equivalent,74500,75195,75902,76878,78023,78677,79222,80269,81009,81676
"Henry County, KY",County or equivalent,15376,15375,15336,15432,15547,15563,15834,15972,16061,16126
"Jefferson County, KY",County or equivalent,742054,746361,751629,759183,761725,764946,767464,769828,768101,766757
"Oldham County, KY",County or equivalent,60437,60772,62105,63062,63969,64556,65410,66557,66512,66799
"Shelby County, KY",County or equivalent,42189,42848,43656,44460,45089,45787,46548,47209,48059,49024
"Spencer County, KY",County or equivalent,17201,17466,17518,17678,17813,18072,18336,18619,19021,19351
"Lubbock, TX",Metropolitan Statistical Area,292241,295338,297793,301167,306056,310001,313780,317094,319239,322257
"Crosby County, TX",County or equivalent,6026,6044,6036,5924,5825,5918,5911,5849,5764,5737
"Lubbock County, TX",County or equivalent,280301,283408,285961,289515,294433,298337,302094,305413,307627,310569
"Lynn County, TX",County or equivalent,5914,5886,5796,5728,5798,5746,5775,5832,5848,5951
"Lynchburg, VA",Metropolitan Statistical Area,252969,254190,255725,256832,257953,259447,260537,261813,262893,263566
"Amherst County, VA",County or equivalent,32387,32154,32630,32317,32158,31836,31887,31863,31684,31605
"Appomattox County, VA",County or equivalent,15098,15109,15246,15320,15348,15492,15528,15723,15881,15911
"Bedford County, VA",County or equivalent,75035,75554,75750,76177,77034,77629,77993,78378,78882,78997
"Campbell County, VA",County or equivalent,54901,54789,54830,55078,55272,55356,55419,55326,55137,54885
"Lynchburg city, VA",County or equivalent,75548,76584,77269,77940,78141,79134,79710,80523,81309,82168
"Macon-Bibb County, GA",Metropolitan Statistical Area,232199,232707,232734,231225,230441,229795,229148,228985,229594,229996
"Bibb County, GA",County or equivalent,155814,156211,156606,155031,154329,153945,153152,152840,152903,153159
"Crawford County, GA",County or equivalent,12587,12585,12579,12483,12401,12354,12268,12263,12334,12404
"Jones County, GA",County or equivalent,28646,28740,28624,28576,28652,28441,28574,28466,28680,28735
"Monroe County, GA",County or equivalent,26179,26344,26373,26619,26667,26708,26905,27163,27503,27578
"Twiggs County, GA",County or equivalent,8973,8827,8552,8516,8392,8347,8249,8253,8174,8120
"Madera, CA",Metropolitan Statistical Area,150986,151675,151527,151370,153456,153576,153956,155423,156882,157327
"Madera County, CA",County or equivalent,150986,151675,151527,151370,153456,153576,153956,155423,156882,157327
"Madison, WI",Metropolitan Statistical Area,606625,613159,619719,626833,633369,640198,648388,655250,659927,664865
"Columbia County, WI",County or equivalent,56860,56713,56479,56581,56648,56682,56875,57244,57333,57532
"Dane County, WI",County or equivalent,489218,496009,502902,509762,516282,523000,531296,537453,541948,546695
"Green County, WI",County or equivalent,36857,36856,36760,36934,36858,36931,36787,36877,36924,36960
"Iowa County, WI",County or equivalent,23690,23581,23578,23556,23581,23585,23430,23676,23722,23678
"Manchester-Nashua, NH",Metropolitan Statistical Area,401055,402774,404344,405281,407275,408985,411333,413204,414630,417025
"Hillsborough County, NH",County or equivalent,401055,402774,404344,405281,407275,408985,411333,413204,414630,417025
"Manhattan, KS",Metropolitan Statistical Area,128521,130746,137731,136294,135665,136989,134000,131667,131698,130285
"Geary County, KS",County or equivalent,35243,35294,37903,36797,36446,36681,35223,33774,32777,31670
"Pottawatomie County, KS",County or equivalent,21727,22028,22331,22574,22740,23123,23605,23916,24209,24383
"Riley County, KS",County or equivalent,71551,73424,77497,76923,76479,77185,75172,73977,74712,74232
"Mankato, MN",Metropolitan Statistical Area,96844,97325,97994,97718,98670,99199,100075,100968,101577,101927
"Blue Earth County, MN",County or equivalent,64086,64359,64974,64737,65300,65673,66355,66916,67378,67653
"Nicollet County, MN",County or equivalent,32758,32966,33020,32981,33370,33526,33720,34052,34199,34274
"Mansfield, OH",Metropolitan Statistical Area,124162,123144,122633,122314,121999,121688,121242,120430,120987,121154
"Richland County, OH",County or equivalent,124162,123144,122633,122314,121999,121688,121242,120430,120987,121154
"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,779149,795517,808334,818619,829819,839667,848960,856249,862298,868707
"Hidalgo County, TX",County or equivalent,779149,795517,808334,818619,829819,839667,848960,856249,862298,868707
"Medford, OR",Metropolitan Statistical Area,203341,204747,205852,207179,209189,211403,214366,216746,219411,220944
"Jackson County, OR",County or equivalent,203341,204747,205852,207179,209189,211403,214366,216746,219411,220944
"Memphis, TN-MS-AR",Metropolitan Statistical Area,1317489,1323741,1331396,1332114,1333432,1334790,1336204,1338582,1342497,1346045
"Crittenden County, AR",County or equivalent,50958,50517,50077,49739,49536,49019,49306,48716,48363,47955
"DeSoto County, MS",County or equivalent,161778,164075,166426,168370,170760,173271,175721,179005,181932,184945
"Marshall County, MS",County or equivalent,37062,36756,36551,36457,36173,35891,35785,35590,35436,35294
"Tate County, MS",County or equivalent,28987,28742,28526,28347,28248,28465,28306,28581,28347,28321
"Tunica County, MS",County or equivalent,10765,10590,10438,10454,10496,10264,10139,9984,9922,9632
"Fayette County, TN",County or equivalent,38427,38570,38686,38812,39123,39280,39703,40150,40556,41133
"Shelby County, TN",County or equivalent,928447,933186,939168,938363,937500,937067,936021,935251,936365,937166
"Tipton County, TN",County or equivalent,61065,61305,61524,61572,61596,61533,61223,61305,61576,61599
"Merced, CA",Metropolitan Statistical Area,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680
"Merced County, CA",County or equivalent,256721,259297,260867,262026,264419,266353,267628,271096,274151,277680
"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan Statistical Area,5583394,5668271,5745743,5822754,5893858,5969135,6055686,6118155,6143837,6166488
"Fort Lauderdale-Pompano Beach-Sunrise, FL",Metropolitan Division,1752803,1786980,1814253,1836600,1860933,1885040,1912583,1934516,1946107,1952778
"Broward County, FL",County or equivalent,1752803,1786980,1814253,1836600,1860933,1885040,1912583,1934516,1946107,1952778
"Miami-Miami Beach-Kendall, FL",Metropolitan Division,2506972,2544531,2576554,2609692,2634269,2659839,2692213,2713295,2714854,2716940
"Miami-Dade County, FL",County or equivalent,2506972,2544531,2576554,2609692,2634269,2659839,2692213,2713295,2714854,2716940
"West Palm Beach-Boca Raton-Boynton Beach, FL",Metropolitan Division,1323619,1336760,1354936,1376462,1398656,1424256,1450890,1470344,1482876,1496770
"Palm Beach County, FL",County or equivalent,1323619,1336760,1354936,1376462,1398656,1424256,1450890,1470344,1482876,1496770
"Michigan City-La Porte, IN",Metropolitan Statistical Area,111459,111317,111304,111423,111735,110835,110222,109842,109981,109888
"LaPorte County, IN",County or equivalent,111459,111317,111304,111423,111735,110835,110222,109842,109981,109888
"Midland, MI",Metropolitan Statistical Area,83651,83805,83721,83651,83492,83662,83422,83314,83223,83156
"Midland County, MI",County or equivalent,83651,83805,83721,83651,83492,83662,83422,83314,83223,83156
"Midland, TX",Metropolitan Statistical Area,141783,145108,152312,157628,162187,167974,169466,170849,178186,182603
"Martin County, TX",County or equivalent,4809,4884,4980,5272,5462,5646,5616,5531,5681,5771
"Midland County, TX",County or equivalent,136974,140224,147332,152356,156725,162328,163850,165318,172505,176832
"Milwaukee-Waukesha, WI",Metropolitan Statistical Area,1556678,1561296,1567248,1571732,1575002,1576496,1576004,1574444,1573995,1575179
"Milwaukee County, WI",County or equivalent,948285,951324,954595,957443,958426,958421,954841,950172,946969,945726
"Ozaukee County, WI",County or equivalent,86377,86798,87111,87213,87578,87932,88332,88443,89059,89221
"Washington County, WI",County or equivalent,131988,132337,132732,132929,133601,133906,134310,134930,135445,136034
"Waukesha County, WI",County or equivalent,390028,390837,392810,394147,395397,396237,398521,400899,402522,404198
"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,3340007,3373392,3405952,3440782,3476192,3503728,3538527,3575699,3610061,3640043
"Anoka County, MN",County or equivalent,331437,332903,336091,339075,341871,344176,346526,350203,353441,356921
"Carver County, MN",County or equivalent,91401,92817,93863,95610,97356,98630,100374,102118,103533,105089
"Chisago County, MN",County or equivalent,53904,53760,53465,53660,53798,54129,54638,55257,55972,56579
"Dakota County, MN",County or equivalent,399211,401771,404613,407895,411725,414131,417555,421518,425040,429021
